13594,"363236
194287"
13601,"349305
194242"
13608,"360425
194196
160506"
13639,"888191
888193
194031"
13660,"1014381
193799"
13671,"360483
193465"
13682,"624518
193272"
13771,"1463244
367141
177484
3476971
192453"
13788,"566494
192323"
13806,"352757
192248"
13843,"351297
191906"
13862,"891685
191828"
14005,"2279900
190198"
14032,"8760853
189956"
14085,"351484
184152"
14088,"365127
230711"
14226,"365210
180366"
14339,"352180
157518"
14341,"359373
157198"
14393,"366710
4884277
1266263"
14490,"3743732
107588"
14512,"1050848
102852"
14572,"365759
118611
154087"
14591,"366680
121835"
14608,"3191189
123572"
14622,"364891
125886"
14660,"351912
143903"
14683,"367821
147603"
14716,"745306
152657"
14724,"734222
153208"
14728,"355538
153285"
14796,"691929
157859"
14809,"364567
158309"
14816,"366808
158578"
14818,"6170470
158590"
14830,"367831
159000"
14871,"888177
162122"
14886,"367823
162782"
14911,"364691
164498"
14970,"349992
175038
175045
1937825
137493
997206
126019
126015"
14985,"367732
179191"
15057,"891729
192518"
15190,"350833
215012"
15212,"365138
217099"
15261,"349616
228032"
15271,"892334
229802"
15331,"984347
116652"
15376,"692474
112019"
15388,"5913586
110753"
15391,"359922
110360"
15407,"361001
109038"
15437,"1171228
106001"
15453,"351492
104834
104790"
15470,"412948
102820"
15481,"757219
101985
101983"
15526,"356007
95723"
15558,"367826
93610"
15564,"355540
93173"
15686,"363778
84596"
15702,"365130
82904"
15711,"935973
81498"
15762,"404489
83387"
15784,"525403
176944"
15795,"7123481
176947"
15799,"2397168
176950"
15812,"357967
176964"
15813,"1351336
176965"
15824,"10597560
10597559
176977"
15832,"2405803
176984"
15835,"360014
176987"
15851,"674658
674657
9051924
177003"
15858,"10761210
177010"
15859,"366077
177011
10246225"
15863,"587206
1031209
177015"
15864,"589988
686034
177016"
15865,"10549257
177017"
15872,"587034
122896"
15877,"588419
9628259
177029"
15881,"493178
494573
177032"
15882,"527751
2666713
10756618
177036"
15889,"925845
177902
177301
177302
177041"
15893,"3926293
177045
9207975"
15896,"4046786
177048
10807060"
15908,"1179732
177060"
15912,"577992
177063"
15913,"528330
355504
161613
161270
177065"
15918,"559503
3743450
177070
3573943"
15920,"1351363
177072"
15930,"360978
11107447
177082"
15931,"369236
177083"
15935,"957566
177087"
15936,"7859836
177088"
15937,"357354
8088755
177089"
15938,"10545306
177090"
15950,"3487705
177102"
15953,"577996
177106
9152832"
15955,"361653
177107"
15971,"13067811
231816
177124
144923
144925
4457331"
15976,"10874294
177127"
15979,"525629
11169181
177131"
15986,"3125561
177137"
15989,"2429787
177140"
15990,"2429788
177142"
15991,"12351080
12351079
2374978
193028
177141"
15993,"2218760
177144"
15999,"1609530
818722
177150"
16001,"351551
231857
177152"
16015,"3049353
231868
10773473
10773472
177166"
16020,"3621955
231916
231914
11848218
177171
1158821"
16022,"1630779
177173"
16023,"560144
177174
13177637"
16028,"366193
177179"
16031,"546299
177182"
16032,"3793993
177183
9041270
177187"
16042,"722349
177193
11257840"
16048,"3382421
177201"
16056,"3441202
177207
149971
9780612"
16060,"12351081
12351082
177212"
16074,"1350598
177225"
16075,"10545701
231981
9814321
157536
152156
152145
152106"
16094,"3946137
177245"
16099,"3495372
177251
177250"
16117,"12351085
12351084
12351083
12351086
177268
237355
169993"
16122,"12351088
12351087
177272"
16123,"1581443
177275"
16130,"692421
1278761"
16140,"7938270
177291"
16145,"4474015
4474016
3486231
4474017
1269015
177296"
16148,"575048
177299"
16154,"364174
12351089
177306"
16159,"348973
227527
9659936
177311
173415"
16161,"575302
177312"
16164,"545362
1090098
11571706
177315"
16167,"529742
177318"
16170,"12351092
12351091
12351090
12351093
177321"
16184,"6547539
6547537
6547538
232108
177752
177334
9841568"
16185,"12249092
177335"
16190,"1453306
177340"
16193,"7713591
177343"
16196,"547738
8585698
177346"
16197,"1348893
177347"
16210,"793607
177360"
16215,"12351097
12351096
177365"
16216,"10544340
177366"
16224,"569870
10987655
177377
183645
183629
177374"
16228,"10545304
232145
177378"
16231,"3289664
177381"
16237,"560529
177387"
16243,"358909
177392"
16247,"776337
177396"
16248,"3018032
12351100
177398"
16253,"3665256
10350420
177403"
16255,"613038
232217
187545
177405
779003
779004
2405116
2533654"
16258,"12351101
2282481
177408"
16268,"563503
177419
1278765
177596"
16278,"1165113
9647236
177428"
16279,"553171
188276"
16280,"1165115
177429"
16281,"1165118
11144992
177431"
16284,"1165119
9681765
9681768
177433"
16286,"1165120
203376
177436"
16291,"1165124
177441"
16299,"503761
6067433
232296
177449
9834909"
16305,"10544336
177457"
16307,"2397169
201400
199108
187583
177456"
16308,"10546497
9843805
177458"
16319,"10547711
177470"
16321,"5910636
2027777
177471"
16322,"2757237
9029750
177472"
16323,"2216969
177474
177473
9661956"
16328,"1113011
177478"
16329,"2679958
177479"
16333,"10545337
10246876
177484"
16342,"12351102
2593986
177492"
16345,"440630
3561944
179311
234790"
16346,"410066
177497
177496"
16350,"12351103
12351104
12351105
12351107
10801475
177501"
16354,"585859
9665080
177504"
16356,"572886
832396
9663073
177506"
16357,"880975
3553306
177507"
16360,"2605112
776971
177509"
16381,"660339
177530"
16382,"4225611
204461
194400
177529"
16383,"768787
177531"
16387,"2770369
177535"
16397,"7727835
177545"
16408,"2429784
9845554
177556"
16415,"351985
9044268
177563"
16416,"531159
177564"
16428,"563955
232408
4264097
4265205
12148159
177576"
16439,"366299
177587"
16441,"984681
177589"
16442,"559992
232434
4806867
177590"
16443,"12351110
12351109
12351108
12351111
232435
187810
177591"
16444,"547978
177593
10091488"
16445,"552507
187811
177592"
16449,"566475
177597"
16451,"6602660
177599"
16452,"951086
10252121
177600"
16464,"3616103
232466
200405
200404"
16465,"3846746
225896
10068162
177613"
16466,"6313700
6313697
232742
228795
224465
9510530
177614
232450"
16471,"572870
177619"
16472,"10545340
232446
200402
121555
121546
178180
3559170"
16474,"587712
177622"
16475,"589963
8978606
177623"
16479,"12351120
12351115
12351118
12351113
12351117
9679399
12351119
12351114
2972338
177628"
16481,"901413
177630"
16482,"3864802
177629"
16488,"10545305
2972366
177636"
16491,"561574
1110588
177638"
16501,"525292
187723
177649"
16504,"569880
177652"
16512,"10546488
177659"
16527,"12351123
12351124
12351121
12351122
10642158
177674"
16542,"2397170
177690
1561539"
16544,"10545694
177693"
16546,"563618
9670927
177692"
16567,"578047
177715"
16568,"909247
177716"
16569,"577777
10846640
10846641
8741762
8741764
177717"
16570,"547314
177718"
16584,"12351128
12351129
12351130
12351131
177732"
16585,"3400787
177733"
16590,"589179
177738
1166649"
16591,"577980
177739"
16593,"776356
177741"
16594,"10549908
11205063
177742"
16598,"789058
177746"
16608,"2398306
177757"
16618,"363199
177766"
16630,"12674388
177778"
16637,"2397171
177785"
16642,"4934398
177790"
16647,"840265
177795"
16657,"10574853
6159923
177804"
16659,"12351135
12351134
12351133
12351132
177806"
16665,"1059864
177812"
16670,"1609531
177818"
16682,"369243
232928
177830"
16687,"10547716
177835"
16689,"10771959
10774623
177837"
16698,"356360
232728
232729
9301456
177846"
16699,"583099
177847"
16706,"498241
201162
177854"
16713,"12351139
12351138
12351137
12351136
177861"
16718,"5976013
5976010
5976011
5976012
5976008
5976009
177866"
16722,"363753
177870"
16728,"12351145
12351144
12351142
12351141
177876
9034797"
16731,"2148460
177879"
16747,"569974
177896
177895
4632632"
16755,"544978
232805
228622
177903
9196444
9196438"
16758,"10547719
229033
9029531
8969092
177906"
16759,"364231
177907
9489346"
16761,"12351148
12351147
177909"
16765,"582647
620836
232820
177913"
16774,"6689991
12760155
177922
10291217"
16789,"5664934
177937"
16792,"364544
177940"
16808,"585865
177956"
16813,"3789742
177961"
16831,"967551
177979
231771"
16841,"999319
177989"
16847,"2987326
177995"
16857,"575556
9754839
178005"
16862,"745193
178010"
16863,"600252
178011"
16864,"366292
178012
167530"
16866,"2397571
178013"
16871,"363215
178019"
16883,"526820
178031
10672064"
16886,"1284540
80763
178034"
16901,"2556249
178049"
16902,"635409
178050"
16904,"882957
178053"
16909,"355987
178057"
16919,"538948
3210315"
16921,"621039
178069"
16925,"550670
178073"
16926,"10547723
178074"
16934,"364108
233060
178082"
16945,"585827
233071
178093"
16948,"571131
178096
10068226"
16958,"671436
178106"
16960,"2448958
178108"
16963,"528975
178111"
16967,"621791
178115"
16969,"599905
226888
226805
233079
3554816
124676
124659
124643
3559212"
16973,"585528
178121"
16982,"9230932
178129"
16985,"1691411
178133"
16986,"3851861
178135"
16987,"897797
217069
217070"
16990,"1351459
178138"
16994,"357754
233753
178141
1678506
2475763
226949
205562
192744
2223703
178143
137748"
16996,"360976
192744
144640
144639
138501
1019459
416104
178145
137748
9307957
149930
149820"
17006,"3680415
178154"
17008,"3188061
178156"
17013,"587604
142472
149926
149798"
17015,"368120
178163
8659832"
17019,"1221584
178167"
17020,"1589367
233140
178168"
17056,"369266
178204"
17057,"503799
178205
9725336"
17065,"587041
224409
178213"
17071,"366691
178219"
17073,"368182
10008446
161668
170159"
17075,"567142
178224"
17076,"512392
178223"
17088,"611778
233227
178236"
17089,"598894
178237"
17096,"410044
233235
178244
149654
3559216"
17098,"4851201
178245"
17101,"350742
9207982
178250"
17103,"550696
178251"
17110,"10571793
10118065
178258"
17113,"360015
178262
178261"
17116,"565977
178264
10330003
149824"
17150,"742559
5150737
349084
232200
5060
200914
200771
147746
178298
174261"
17152,"525153
178300"
17168,"12351157
12351159
12351160
178316"
17169,"368501
178318"
17170,"540100
178317"
17187,"552645
178335"
17190,"557375
178340"
17193,"2140727
10643701
178341"
17198,"591491
83712
174815
178346"
17202,"597169
367329
233623
178350
11091896"
17212,"362519
2302971
479973
10672137
178942
178360"
17224,"4141344
233336
1983829
178372
138254"
17229,"2809447
178377"
17242,"357978
178390"
17250,"525148
178399
1736475"
17256,"11581208
178404"
17260,"676738
10142769
178408"
17264,"1049173
1069274
178411"
17272,"10756044
178420"
17275,"451093
178423"
17280,"8816113
178428"
17281,"745264
178429"
17282,"3867649
1678506
205254
178430"
17283,"525051
2183615
234187
1168140
707503
178431"
17284,"479905
233407"
17298,"584647
178446"
17303,"10874296
178451"
17310,"736814
178459"
17326,"6484546
6484549
178474"
17331,"557471
1009963
178479"
17344,"2397175
178492"
17347,"570452
178495
9991665"
17354,"572877
178502"
17355,"601354
601353
10216102
10216976
178503"
17357,"577977
178505"
17362,"12351168
12351170
178510"
17375,"1826461
233516
178523"
17389,"12351172
12351173
178536"
17395,"524365
1212988
178543"
17400,"547873
178548"
17403,"357430
178551"
17404,"534117
10919634
178552"
17410,"3427709
10585324
178559"
17411,"10545302
178558"
17420,"771724
178568"
17421,"557372
81939
81926
157428
178569"
17423,"572007
178571
1069276
8905449
169311"
17436,"1176689
178584"
17440,"9168919
9168921
1200891
178588"
17442,"3051523
202883
178590"
17446,"560533
178593"
17448,"565270
12351175
178596
9965716"
17453,"395324
124754
124722"
17456,"625131
178604"
17461,"11318890
178609"
17462,"597859
178610"
17468,"756458
178616
1172809"
17470,"10545301
10581637
178618"
17479,"526412
233792
227377
226554
178627"
17534,"589381
178682"
17537,"12351181
12351182
12351178
12351180
178685"
17538,"553520
178686"
17548,"579158
178696"
17549,"12351184
12351185
12351186
12351187
178698
176801"
17555,"589398
178703"
17557,"608203
178705"
17558,"363771
178706
157459"
17561,"597173
178709"
17563,"1350482
178711"
17568,"569886
3583351
178714
168016"
17572,"591634
178720"
17579,"12351191
12351190
12351189
12351188
178726"
17595,"669677
178742"
17599,"12351193
12351194
178745"
17601,"2810166
178748"
17612,"502225
178759"
17616,"2784696
2784699
178763"
17622,"1119126
1119125
178769"
17623,"571127
178770"
17630,"6602706
178776
78583
78575"
17637,"12351197
12351196
178784"
17655,"2979513
178804
178802"
17660,"534098
178807"
17662,"585540
178809"
17675,"1165250
178822"
17676,"572697
178824"
17677,"10772592
10772593
177667"
17682,"12351202
12351203
12351200
178829"
17685,"12351205
12351206
178833"
17688,"12351208
12351209
12351210
236886"
17690,"360298
178836"
17692,"865943
178837"
17693,"527803
178840
178839"
17697,"1452399
178843"
17706,"545037
545038
178852"
17707,"563619
178853"
17708,"545034
178854"
17713,"362961
178859"
17717,"361921
234033
1247057
178867
178865
178864
178863
162460"
17721,"610207
178867
162460"
17728,"10874297
178874
9870682
82521"
17739,"7803124
178885"
17740,"7803142
178886"
17748,"1353288
178894"
17764,"12351212
12351211
12351213
12351214
178910
11120279
10059135"
17778,"3882905
178925"
17795,"627698
178942"
17801,"1353287
237410"
17814,"574985
10574836
178959"
17815,"3127375
232662
216785"
17822,"1353282
178967"
17826,"1353280
178971"
17829,"1077712
178975
178974"
17845,"2680538
178990"
17849,"631458
178993"
17868,"1349204
179013"
17874,"349599
179019"
17881,"447061
179027
179028"
17886,"591959
234104
231851
147791
234009
147693
236842
1158622
231492"
17893,"1002742
179037"
17894,"3085077
179038"
17895,"3865360
597939
179043
179040
179039"
17901,"1353307
179045
1120538"
17905,"1110177
179049"
17916,"669640
179060"
17919,"2979498
203501
179063"
17922,"529073
179066"
17926,"2045575
179070"
17928,"3041451
395615
179072"
17945,"1353517
1353516
226990
10796432
179089
179102"
17946,"12351217
12351218
12351215
12351216
179090"
17947,"1359963
179091"
17949,"1353302
179093"
17971,"1353304
234161
9977366
179115"
17982,"3580772
179126"
17986,"2405771
179130"
17998,"366165
179142"
17999,"598918
179143"
18010,"3417946
179154"
18014,"357977
179158"
18017,"13058512
552925
11846098
3482814
9709460
179161
9709461"
18031,"1353293
179175"
18032,"1348452
179176"
18036,"367817
10499839
179180"
18039,"832809
11156204
179183"
18052,"12351220
12351221
179196"
18053,"626049
234163
179197"
18058,"541448
995174
179202"
18059,"2963998
179203
9028227"
18064,"2405774
179208"
18069,"12351223
12351227
12351230
12351225
12351229
12351231
179214"
18078,"1353299
179222"
18079,"352910
179223
8933556"
18082,"2350841
179226"
18088,"4834715
8995003
179232"
18089,"571824
179233"
18096,"10570567
179240"
18097,"3313344
201282
4804653
179239"
18103,"10772291
179246"
18105,"1465831
179248"
18108,"3939787
179251"
18127,"359165
179280
179279
10651377"
18131,"357617
198853
198804
179274"
18135,"359165
179280
179279"
18149,"3847568
10671698
179292"
18153,"6160230
179296"
18154,"10599832
179297"
18156,"2886834
179300"
18157,"516428
214992
197586
179305
179301
179299"
18175,"348995
179318"
18179,"826682
2778610
179322"
18189,"3084370
179332"
18194,"639840
179337
1160723"
18195,"1353310
179338"
18200,"2405778
179343"
18223,"516528
179366"
18226,"5178924
236796"
18231,"10597457
10597456
179373"
18252,"2405781
193727
179394"
18253,"3655036
179395"
18255,"6554351
179397"
18258,"363668
179400"
18274,"11890026
8623904
179415"
18275,"4730080
10930413
179417"
18276,"728623
179420"
18278,"1353311
10654422
179419"
18280,"539670
205973
179421"
18284,"1353314
179426"
18299,"10772253
179441
123854"
18302,"1353317
179445"
18304,"348570
179446"
18305,"7679536
179447"
18327,"362960
179469"
18331,"1353320
179473"
18337,"9532556
179479"
18340,"451086
1813418
179483"
18344,"7610586
179487"
18349,"393059
179490"
18350,"1353319
179492"
18351,"2405782
179493"
18356,"4791065
179498"
18360,"1589574
179502"
18361,"2405783
179503"
18364,"364078
179508
179506"
18370,"357651
10674115
77389
170994
993910
179533
179512
172952"
18377,"1353325
179519"
18397,"357651
538950
538949
179538"
18401,"1348591
179544"
18402,"10597458
179543"
18432,"5336340
179574"
18433,"1353335
1254669
179575"
18442,"364589
179583"
18451,"364173
179593"
18452,"1353332
108138
179594"
18456,"10987374
179598"
18472,"365349
179614"
18484,"525630
179626"
18490,"2176456
179632"
18505,"592702
1182268
179729
179648"
18509,"600393
10904983
179652"
18514,"510049
943615
179683
179682
179680
236780"
18515,"933252
179656"
18516,"524647
179658"
18547,"2680427
1325194
83652
179688"
18551,"12351233
12351234
179692"
18555,"367658
179696"
18564,"1636428
179706"
18569,"12351241
179711"
18570,"12351242
175469
179710"
18578,"702966
179719"
18581,"7002383
179722"
18585,"768738
179725"
18586,"945866
158924
179739
179727"
18592,"831839
179732"
18604,"366794
179745"
18616,"760421
179757"
18622,"12351244
933068
11369102
173643
179764"
18626,"356362
179767"
18631,"5271479
179772"
18632,"12351245
179774"
18662,"4095619
179802"
18686,"7681571
179827"
18688,"3886125
179829"
18697,"1353347
10170708
179839"
18707,"952173
179848"
18711,"10574778
179853
179924"
18739,"544806
12037958
179879"
18743,"12351247
12351248
179886"
